"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"b_price",0.581332502575369,0.0241001930491494,24.1214873835165,0.0258947994049668,22.4497781768437
"b_oil",0.0853098111975305,0.0358311010162006,2.38088723980206,0.0383812979460532,2.22269219028074
"b_freq",2.17344431698886,0.171888284719838,12.6445168763617,0.158742814048001,13.6916075856615
