"asc_anago_a","asc_maguro_a","asc_ika_a","asc_uni_a","asc_ikura_a","asc_tamago_a","asc_toro_a","asc_tekka_maki_a","asc_kappa_maki_a","asc_anago_b","asc_maguro_b","asc_ika_b","asc_uni_b","asc_ikura_b","asc_tamago_b","asc_toro_b","asc_tekka_maki_b","asc_kappa_maki_b","delta_a","gamma_age_a","gamma_west_a","gamma_female_a","gamma_moved_a","logLike"
0.34753266268842,0.743088392984893,-0.614492641185737,0.856248756963691,0.634066519963149,-1.43753648738218,1.98651288650771,-0.432340745125058,-3.0970615417155,-0.494062408251127,-0.882350521105098,-0.546016907190842,-1.43836518866898,-0.840821717065157,-0.720234441867702,-0.977472476577904,-1.3652070193376,-1.70954960299621,1.07710139235047,0.167617307616704,-0.333425582973936,-0.740564927219702,0.272750018230475,-28943.0709283827
0.348830227192345,0.747466882024347,-0.613078100210902,0.855252058824973,0.63423192347694,-1.43250174474745,1.99408700785244,-0.426554971864926,-3.09288786877777,-0.492201706664713,-0.886803045421994,-0.547558242140445,-1.41396557633608,-0.831595180119055,-0.725014572461216,-0.984008523433116,-1.37272952395191,-1.71345008143509,1.07751619730515,0.165657148517799,-0.332036803270758,-0.744358653885714,0.270864190363807,-28943.0295036896
0.349203091903168,0.748944395907712,-0.612609710087255,0.853581695135286,0.634032119219457,-1.42994607436296,1.99925919311646,-0.422269674421613,-3.09030599782324,-0.489716977792666,-0.8858033715145,-0.547352003779772,-1.39462819545098,-0.824487068406877,-0.726773047759388,-0.987919748576141,-1.37857003635507,-1.71510113523548,1.07704013872837,0.164915948002586,-0.33112874324713,-0.748237153413366,0.269954035432807,-28943.0091082009
0.348830811253976,0.74791361543987,-0.612905684658705,0.852781772509888,0.633725703599161,-1.43035727320879,1.99955697439282,-0.421747376026346,-3.09029764604269,-0.488671589747192,-0.882895985092011,-0.546466595890383,-1.39194415105046,-0.823329705934553,-0.725906062197575,-0.987904036965204,-1.37949629374858,-1.71447129289151,1.07670477585496,0.165226650856619,-0.331113128994464,-0.749368967069433,0.270104367409416,-28943.0056003833
0.348537694602658,0.747152605986539,-0.613139807954038,0.85231728615017,0.6335236384841,-1.43078424156594,1.99919773491558,-0.421881281320887,-3.09030678155965,-0.488308918536315,-0.881376980614205,-0.545889275843879,-1.39200189653901,-0.823457802029799,-0.725134978071586,-0.987857982607745,-1.37947318656199,-1.71394979157467,1.07667816827976,0.165551692321765,-0.331117912891539,-0.749806853415861,0.270306795265107,-28943.005007173
0.348418461593416,0.746815452239916,-0.613211656061326,0.852237040532394,0.633434527849099,-1.43100916353463,1.99887541790609,-0.422028025581948,-3.09046342244548,-0.488284586004493,-0.880861154616496,-0.545742848656365,-1.39287639198025,-0.823740101889673,-0.724828009216213,-0.987708828596763,-1.37937847540131,-1.71365510286405,1.07681708940197,0.165637135628304,-0.331232701201095,-0.749780363626901,0.270379830854681,-28943.0048889443
0.348291780421611,0.746449927230806,-0.613321021103401,0.852164800068092,0.633374890531767,-1.43130519301836,1.998411010805,-0.42231850473367,-3.09064839505389,-0.488328690232271,-0.880428623445434,-0.545555522488489,-1.39410236600992,-0.824271494661393,-0.72444604139754,-0.9874759882375,-1.37908349120725,-1.71333285215066,1.07690013603371,0.165782088818026,-0.331322603987025,-0.749688993561598,0.270494990269948,-28943.004804691
0.348260601305165,0.746335558989972,-0.613348327829993,0.852201362828239,0.633368130865375,-1.43141410981671,1.99819625460829,-0.422463702587602,-3.09075312469337,-0.488403050731533,-0.880366001078917,-0.545538307391214,-1.39480886346705,-0.82454329824345,-0.724341422315514,-0.987352174750224,-1.37893635374049,-1.71322742152174,1.07696158990641,0.165815567396921,-0.33138993332771,-0.749578149010395,0.270532406557527,-28943.0047776579
0.348263434639225,0.74631890940072,-0.613364365352228,0.852241837241553,0.633391087561005,-1.43146100871418,1.99809301913701,-0.422560624050881,-3.09080311384413,-0.48846566126242,-0.88043576453976,-0.54553958466303,-1.39514616961561,-0.824709178209652,-0.724316655353217,-0.987272795406852,-1.37881467090532,-1.71321174556502,1.07694989040015,0.165836405696072,-0.331400970977025,-0.749503767284863,0.270551175847352,-28943.0047669163
0.348280355862912,0.746354337531835,-0.613355910562886,0.852271795674734,0.633407216211403,-1.43144416355347,1.99810548390484,-0.422564896918695,-3.09080461153963,-0.488488191816373,-0.880512545275446,-0.545567590859412,-1.39515004736865,-0.824712224601026,-0.724355039653809,-0.987267449729276,-1.37880420795577,-1.71324414242113,1.07694049019244,0.165825175940334,-0.3314001204493,-0.749482094467574,0.270544297156139,-28943.0047649606
